[2025-05-07 07:35:40] [class-ss-archive-creation-job.php:119] Starting a job; no job is presently running
[2025-05-07 07:35:40] [class-ss-archive-creation-job.php:120] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-05-07 07:35:40] [class-ss-archive-creation-job.php:138] Pushing first task to queue: setup
[2025-05-07 07:35:42] [class-ss-archive-creation-job.php:194] Current task: setup
[2025-05-07 07:35:42] [class-ss-archive-creation-job.php:208] Performing task: setup
[2025-05-07 07:35:42] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-05-07 07:35:42] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340\
[2025-05-07 07:35:42] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/servwell/
[2025-05-07 07:36:19] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/152486453d0e39071cdb.bundle.js?simply_static_page=391
[2025-05-07 07:36:19] [class-ss-url-fetcher.php:103] Filesize: 71524 bytes
[2025-05-07 07:36:19] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:19] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/152486453d0e39071cdb.bundle.js
[2025-05-07 07:36:19] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d73c2705-ApW4Cf.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/152486453d0e39071cdb.bundle.js
[2025-05-07 07:36:19] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:19] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:19] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:19] [class-ss-page.php:119] Checking Content Identical:89605da76c273db1f8e1db7a9c207689625069ee===. Value: FALSE
[2025-05-07 07:36:19] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/294b4bf3066815c5927f.bundle.min.js
[2025-05-07 07:36:19] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 756
[2025-05-07 07:36:19] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:19] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d73d43fe-vtpnPb.tmp
[2025-05-07 07:36:19] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/294b4bf3066815c5927f.bundle.min.js?simply_static_page=392
[2025-05-07 07:36:19] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/294b4bf3066815c5927f.bundle.min.js?simply_static_page=392
[2025-05-07 07:36:19] [class-ss-url-fetcher.php:103] Filesize: 4123 bytes
[2025-05-07 07:36:19] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:19] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/294b4bf3066815c5927f.bundle.min.js
[2025-05-07 07:36:19] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d73d43fe-vtpnPb.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/294b4bf3066815c5927f.bundle.min.js
[2025-05-07 07:36:19] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:19] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:19] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:19] [class-ss-page.php:119] Checking Content Identical:0fd680c91783f31dc14e929bdacbd5d4f2b6b167===. Value: FALSE
[2025-05-07 07:36:19] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/2f08057553c95b827d30.bundle.min.js
[2025-05-07 07:36:19] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 756
[2025-05-07 07:36:19] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:19] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d73e206c-viVbZ9.tmp
[2025-05-07 07:36:19] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/2f08057553c95b827d30.bundle.min.js?simply_static_page=393
[2025-05-07 07:36:19] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/2f08057553c95b827d30.bundle.min.js?simply_static_page=393
[2025-05-07 07:36:19] [class-ss-url-fetcher.php:103] Filesize: 25101 bytes
[2025-05-07 07:36:19] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:19] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/2f08057553c95b827d30.bundle.min.js
[2025-05-07 07:36:19] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d73e206c-viVbZ9.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/2f08057553c95b827d30.bundle.min.js
[2025-05-07 07:36:19] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:19] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:19] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:19] [class-ss-page.php:119] Checking Content Identical:083e77ee8e5f7e2bf08b357c32466294a20331ca===. Value: FALSE
[2025-05-07 07:36:19] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/4748df03726015eef04f.bundle.min.js
[2025-05-07 07:36:19] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 756
[2025-05-07 07:36:19] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:19] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d73f1768-1MgRjA.tmp
[2025-05-07 07:36:19] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/4748df03726015eef04f.bundle.min.js?simply_static_page=394
[2025-05-07 07:36:19] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/4748df03726015eef04f.bundle.min.js?simply_static_page=394
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:103] Filesize: 27497 bytes
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/4748df03726015eef04f.bundle.min.js
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d73f1768-1MgRjA.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/4748df03726015eef04f.bundle.min.js
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:20] [class-ss-page.php:119] Checking Content Identical:3bee56ab3119cdec5bb7d82e5266423a77f06a7b===. Value: FALSE
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js
[2025-05-07 07:36:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 756
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d740c309-g4bl3j.tmp
[2025-05-07 07:36:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js?simply_static_page=395
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js?simply_static_page=395
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:103] Filesize: 42417 bytes
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d740c309-g4bl3j.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:20] [class-ss-page.php:119] Checking Content Identical:27a4b04e814744503179fee22a068249901e01f2===. Value: FALSE
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js.LICENSE.txt
[2025-05-07 07:36:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 756
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d741d723-oQbAuf.tmp
[2025-05-07 07:36:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js.LICENSE.txt?simply_static_page=396
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js.LICENSE.txt?simply_static_page=396
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:103] Filesize: 487 bytes
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js.LICENSE.txt
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d741d723-oQbAuf.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/49d9a23b08ff2c138b03.bundle.min.js.LICENSE.txt
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:20] [class-ss-page.php:119] Checking Content Identical:acbe3867aa464ca3985cab80fca9667eaf9237df===. Value: FALSE
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/7b18c3f2f2bfffda289f.bundle.js
[2025-05-07 07:36:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 756
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d7424a20-vJfVX0.tmp
[2025-05-07 07:36:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/7b18c3f2f2bfffda289f.bundle.js?simply_static_page=397
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/7b18c3f2f2bfffda289f.bundle.js?simply_static_page=397
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:103] Filesize: 11348 bytes
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/7b18c3f2f2bfffda289f.bundle.js
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d7424a20-vJfVX0.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/7b18c3f2f2bfffda289f.bundle.js
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:20] [class-ss-page.php:119] Checking Content Identical:6c35b80b545980558876012107de991c562b45c1===. Value: FALSE
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/9c42cff515a6191fddaf.bundle.min.js
[2025-05-07 07:36:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 756
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d7430bcc-xHQItH.tmp
[2025-05-07 07:36:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/9c42cff515a6191fddaf.bundle.min.js?simply_static_page=398
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/9c42cff515a6191fddaf.bundle.min.js?simply_static_page=398
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:103] Filesize: 59818 bytes
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/9c42cff515a6191fddaf.bundle.min.js
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d7430bcc-xHQItH.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/9c42cff515a6191fddaf.bundle.min.js
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:20] [class-ss-page.php:119] Checking Content Identical:cbc5f9373e9611c1ead8fa3bd710934d4fb47e9f===. Value: FALSE
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/a730ee9caa710006b307.bundle.js
[2025-05-07 07:36:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 756
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d74456c7-PhIpQ9.tmp
[2025-05-07 07:36:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/a730ee9caa710006b307.bundle.js?simply_static_page=399
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/a730ee9caa710006b307.bundle.js?simply_static_page=399
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:103] Filesize: 272042 bytes
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/a730ee9caa710006b307.bundle.js
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d74456c7-PhIpQ9.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/a730ee9caa710006b307.bundle.js
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:20] [class-ss-page.php:119] Checking Content Identical:3924f4bb7712eb934d2157f092b239af2077bed0===. Value: FALSE
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/accordion.8799675460c73eb48972.bundle.min.js
[2025-05-07 07:36:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 756
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d745c48c-pg64qG.tmp
[2025-05-07 07:36:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/accordion.8799675460c73eb48972.bundle.min.js?simply_static_page=400
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/accordion.8799675460c73eb48972.bundle.min.js?simply_static_page=400
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:103] Filesize: 3743 bytes
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/accordion.8799675460c73eb48972.bundle.min.js
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d745c48c-pg64qG.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/accordion.8799675460c73eb48972.bundle.min.js
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:20] [class-ss-page.php:119] Checking Content Identical:fd97f93f3b720d72aad3ff6e96b3009d6869a5d0===. Value: FALSE
[2025-05-07 07:36:20] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 350 of 756 pages/files
[2025-05-07 07:36:20] [class-ss-archive-creation-job.php:241] We're not done with the fetch_urls task yet
[2025-05-07 07:36:20] [class-ss-archive-creation-job.php:194] Current task: fetch_urls
[2025-05-07 07:36:20] [class-ss-archive-creation-job.php:208] Performing task: fetch_urls
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:69] Total pages: 756; Pages remaining: 356
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/accordion.c16b88b2e8a0c50189bc.bundle.js
[2025-05-07 07:36:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 756
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d7469f3a-tpbUns.tmp
[2025-05-07 07:36:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/accordion.c16b88b2e8a0c50189bc.bundle.js?simply_static_page=401
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/accordion.c16b88b2e8a0c50189bc.bundle.js?simply_static_page=401
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:103] Filesize: 7529 bytes
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/accordion.c16b88b2e8a0c50189bc.bundle.js
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d7469f3a-tpbUns.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/accordion.c16b88b2e8a0c50189bc.bundle.js
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:20] [class-ss-page.php:119] Checking Content Identical:f8b477d6955d430e0daa0a3056c5528cabbb8657===. Value: FALSE
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-feedback.js
[2025-05-07 07:36:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 756
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:80] Excludable found: URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-feedback.js
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:90] Skipping URL because it is no-save and no-follow
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-feedback.min.js
[2025-05-07 07:36:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 756
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:80] Excludable found: URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-feedback.min.js
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:90] Skipping URL because it is no-save and no-follow
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-modules.js
[2025-05-07 07:36:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 756
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d7478b64-OXw96Y.tmp
[2025-05-07 07:36:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-modules.js?simply_static_page=404
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-modules.js?simply_static_page=404
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:103] Filesize: 39078 bytes
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-modules.js
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d7478b64-OXw96Y.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/admin-modules.js
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:20] [class-ss-page.php:119] Checking Content Identical:b8cdbde4f05db75efa3e891c9de6963da1b14873===. Value: FALSE
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-modules.min.js
[2025-05-07 07:36:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 756
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d7485cf3-ySbU0w.tmp
[2025-05-07 07:36:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-modules.min.js?simply_static_page=405
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-modules.min.js?simply_static_page=405
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:103] Filesize: 17895 bytes
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/admin-modules.min.js
[2025-05-07 07:36:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d7485cf3-ySbU0w.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/js/admin-modules.min.js
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:20] [class-ss-page.php:119] Checking Content Identical:a53228527d23bd15af9afdaa5f1cfefea0a0c708===. Value: FALSE
[2025-05-07 07:36:20] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/js/admin-modules.min.js.LICENSE.txt
